,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1231,0,0,1,0,3,1,48,2,0,4,0.84,0,66,5,0,7,1,1.5,1,1,0,1,0.346153846153846,0,2,1
1234,0,0,1,0,2,1,30,2,1,1,0.75,1,61.0,5,0,5,2,0.5,0,0,0,0,0.5,0,2,0
586,0,0,1,0,4,3,47,1,1,0,0.68,0,0,3,0,6,1,3.5,3,2,0,6,0.5,0,3,3
1020,0,0,1,0,4,2,27,1,0,0,0.38,5,0,3,0,15,1,1.5,1,2,0,7,0.333333333333333,0,1,0
589,0,0,2,0,4,3,47,1,0,1,2.34,1,50,2,0,11.0,1,2.8,1,2,0,64,0.25,0,5,3
7,1,0,1,0,7,2,133,2,8,1,0.67,0,100,3,0,4.0,2,2.0,0,0,0,217,0.6875,0,2,2
583,1,0,1,0,6,3,71,1,4,1,0.52,1,71,1,4,6,3,6.0,4,1,0,6,0.3,0,6,0
563,0,0,1,0,9,2,113,3,1,0,0.81,1,93,2,0,22,2,3.44444444444444,0,1,0,25,0.461538461538462,0,1,6
809,9,0,1,0,7,2,509,9,2,1,0.79,0,100,3,1,47,2,3.82539682539683,0,0,0,4,0.238095238095238,3,2,6
468,0,0,1,0,3,1,82,1,1,1,2.73,0,87,5,4,1,1,5.0,0,2,0,6,0.428571428571429,0,1,2
569,3,1,3,0,11,6,192,1,3,4,0.41,4,79,1,2,28,2,0.5357142857142855,2,1,0,76,0.263157894736842,0,3,3
371,3,0,1,0,6,1,244,2,5,7,1.69,0,84,6,1,6,1,2.38888888888889,0,1,0,30,0.3397435897435895,0,3,2
516,2,1,1,1,4,1,69.0,3,2,3,0.84,0,92,1,2,8,3,2.73076923076923,0,0,0,52,0.333333333333333,0,3,2
582,0,0,1,0,7,3,84,1,3,0,1.935,1,62,2,3,9,1,2.125,0,1,0,53,0.625,0,1,0
790,0,0,1,0,1,1,36,1,0,2,0.69,0,83,2,0,4,1,1.33333333333333,0,1,0,6,0.666666666666667,0,1,1
515,8,7,1,0,7,2,272.0,11,11,8,0.85,0,94,3,4,7.0,3,3.74285714285714,0,0,0,263,0.391304347826087,1,4,5
802,0,0,17,1,12,26,43,1,0,0,0.35,9,0,1,0,0,1,16.0,16,6,5,4,0.5,0,2,2
610,10,1,1,2,8,2,83.0,1,6,12,1.09,0,94,1,1,37,1,4.66666666666667,0,0,0,242,0.375,3,3,8
1236,2,1,1,0,3,1,105,8,0,2,0.42,2,68.0,2,0,36,2,1.61538461538462,0,0,0,7,0.4,0,5,2
279,0,0,1,0,7,2,227,2,8,1,1.19,0,79,6,2,2.5,1,3.88,0,1,0,0,0.333333333333333,0,5,4
292,6,0,1,2,6,2,492,7,17,6,0.65,0,95,5,12,4.0,2,4.58823529411765,0,0,0,6.5,0.37037037037037,3,4,6
264,0,3,1,0,5,1,362,1,0,10,1.0,0,91,2,1,4,1,3.09090909090909,1,1,0,17,0.222222222222222,0,3,4
549,0,0,2,1,9,3,83.0,4,10,4,0.63,1,92,1,1,29,3,3.3125,1,1,0,359,0.346153846153846,3,5,3
631,2,4,1,5,6,2,64.0,9,11,17,0.81,0,100,1,1,30,2,3.5,0,0,0,470,0.485714285714286,4,3,7
578,0,0,1,0,5,1,174.5,1,0,3.0,0.99,0,93,1,0,1,2,4.85185185185185,1,1,0,6,0.333333333333333,0,2,5
742,9,6,1,15,3,2,307,11,0,12,0.36,0,82,2,7,15,2,3.28169014084507,0,0,0,6,0.266666666666667,0,2,6
185,1,0,1,1,6,2,114,1,5,0,0.73,1,96,3,9,15,1,0.25,1,0,0,47,0.3,0,3,6
538,3,0,1,0,4,2,204,4,1,8.0,0.68,0,87,1,1,28,2,0.5357142857142855,0,1,0,78,0.153846153846154,0,4,5
584,0,0,2,0,5,3,49,1,0,2,0.955,1,30,2,3,9,1,4.6,3,2,0,51,0.375,0,3,3
1168,1,0,1,0,4,1,88,2,2,1,0.955,1,86,5,0,9,1,1.46666666666667,1,1,0,10,0.4,0,1,2
534,2,0,1,0,5,2,272.0,6,0,16,0.67,0,93,1,0,4.0,2,2.4,0,1,0,8,0.375,0,4,4
590,0,0,1,0,7,3,69.0,1,2,0,1.57,1,0,3,0,4,1,2.5,1,2,0,49,0.461538461538462,0,4,2
416,1,1,1,0,6,2,69.0,2,10,4,0.74,0,95,4,238,7.0,2,3.25,0,1,0,255,0.285714285714286,0,4,2
588,0,0,1,0,6,4,80,1,2,1,0.83,1,0,3,0,5,1,10.0,4,3,0,1,0.2,0,2,1
365,0,0,1,0,7,2,315,8,10,8,1.09,1,100,5,34,5,2,3.09090909090909,0,0,0,6,0.285714285714286,0,4,5
493,12,5,2,0,6,3,434,7,6,4,0.48,1,88.5,2,3,20,2,0.5357142857142855,0,1,0,6,0.227272727272727,1,4,5
187,7,0,1,0,4,2,173.5,11,4,13,0.54,1,100,5,1,19,2,3.5,0,0,0,6,0.380952380952381,3,5,5
396,0,1,1,1,5,2,520,17,1,17,0.66,1,100,6,10,11,3,3.32051282051282,0,0,0,20.5,0.454545454545455,0,3,3
291,7,0,1,0,6,2,272.0,18,23,8,0.81,0,96,4,43,4.0,2,2.93827160493827,0,0,0,952,0.315789473684211,0,5,5
238,2,14,1,0,7,2,1660,14,4.5,15,1.0,0,100,2,34,57,3,0.5357142857142855,0,0,0,49.5,0.294117647058824,2,4,8
