CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.81,0.0,44.0,3.0,0.0,2.0,1.0,3.0,2.0,3.0,1.0,1.2,0.0,0.0,3.0,1.0,0
16.0,0.0,12.0,0.0,0.0,8.0,1.0,1.0,5.0,2.0,0.23,3.0,75.0,1.0,0.0,0.0,1.0,3.74,1.0,1.0,1.0,1.38,0.0,0.0,1.0,3.0,0
0.0,0.0,10.0,2.0,0.0,18.0,1.0,0.0,7.0,2.0,0.76,9.0,55.0,3.0,0.0,1.0,1.0,5.5,2.0,2.0,1.0,4.5,0.0,0.0,2.0,1.0,1
2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,7.0,2.0,0.77,3.0,61.0,3.0,0.0,1.0,1.0,4.75,3.0,2.0,1.0,1.83,0.0,0.0,2.0,1.0,0
0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,8.0,1.05,0.0,58.0,2.0,0.0,7.0,1.0,1.25,1.0,2.0,1.0,0.27,1.0,0.0,2.0,1.0,0
0.0,0.0,55.0,3.0,1.0,57.0,1.0,0.0,0.0,1.0,0.23,1.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,2.0,55.0,3.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.75,2.0,0.0,3.0,0.0,2.0,1.0,3.0,3.0,3.0,1.0,0.75,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,0.73,0.0,60.0,3.0,0.0,1.0,1.0,2.6,1.0,3.0,1.0,1.5,0.0,0.0,1.0,1.0,0
0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,7.0,0.89,0.0,57.0,2.0,0.0,7.0,1.0,1.71,1.0,2.0,1.0,0.33,1.0,0.0,2.0,2.0,0
1.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,4.0,0.77,0.0,0.0,1.0,0.0,0.0,1.0,2.2,1.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,0
1.0,0.0,1.0,30.0,1.0,2.0,1.0,0.0,2.0,5.0,0.31,0.0,94.0,2.0,0.0,6.0,1.0,3.17,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0
0.0,0.0,10.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.13,5.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,2.0,22.0,2.0,1.0,0.0,1.0,2.0,0
0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.3,0.0,0.0,4.0,0.0,0.0,1.0,4.5,3.0,2.0,1.0,1.5,1.0,0.0,2.0,1.0,0
16.0,0.0,2.0,36.0,1.0,5.0,1.0,0.0,4.0,5.0,0.37,0.0,96.0,1.0,0.0,0.0,1.0,4.14,1.0,1.0,1.0,0.96,1.0,0.0,1.0,2.0,0
0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.48,0.0,25.0,3.0,0.0,1.0,1.0,3.5,2.0,4.0,1.0,1.5,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,0.8,9.0,0.0,2.0,0.0,4.0,1.0,2.5,0.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.24,0.0,0.0,2.0,0.0,3.0,1.0,1.78,0.0,1.0,1.0,0.45,0.0,0.0,1.0,0.0,0
