CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,target
0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0
0.0,1.0,1.0,0.0,0.0,7.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
0.0,0.0,1.0,1.0,1.0,0.0,1.0,21.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,78.0,1.0,2.0,1.0,24.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.6,0.0,2.0,3.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0
0.0,0.0,1.0,0.0,1.0,1.0,2.0,107.0,6.0,6.0,15.0,45.0,0.0,1.0,0.0,9.0,4.0,1.0,1.0,0.0,0.5,0.0,3.0,2.0,0.0,1
0.0,0.0,1.0,0.0,5.0,1.0,1.0,77.0,1.0,3.0,5.0,27.0,0.0,1.0,0.0,11.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,1.0,2.0,4.0,13.0,0.0,5.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,3.0,7.0,0.0,1.0,0.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0
0.0,5.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,1.0,1.0,2.0,6.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
0.0,0.0,2.0,1.0,0.0,0.0,3.0,22.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,5.0,2.0,2.0,3.0,0.0,0.67,0.0,2.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,5.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.67,0.0,3.0,2.0,2.0,0
0.0,0.0,1.0,1.0,0.0,1.0,1.0,31.0,1.0,1.0,2.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,6.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0
1.0,0.0,1.0,0.0,9.0,1.0,1.0,34.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,1.0,0.0,2.0,17.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
1.0,0.0,2.0,0.0,14.0,2.0,2.0,62.0,1.0,0.0,0.0,14.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,0
0.0,0.0,8.0,0.0,0.0,0.0,12.0,23.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,13.0,0.0,0.5,0.0,2.0,2.0,2.0,0
0.0,0.0,1.0,0.0,0.0,0.0,3.0,23.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,6.0,0.0,0.5,0.0,2.0,2.0,1.0,0
0.0,0.0,1.0,1.0,1.0,0.0,1.0,21.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,2.0,24.0,1.0,3.0,1.0,2.0,0.0,4.0,0.0,6.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,1.0,0.0,2.0,0.0,1.0,7.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,1.0,3.0,0.0,2.0,6.0,4.0,2.0,0.0,1.0,0.0,0.5,0.0,2.0,3.0,1.0,0
0.0,0.0,1.0,1.0,1.0,0.0,1.0,23.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,2.0,21.0,1.0,0.0,4.0,14.0,0.0,4.0,0.0,6.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,2.0,3.0,0
