CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,8.0,0.9,0.0,58.0,2.0,0.0,7.0,1.0,1.25,1.0,2.0,1.0,0.27,0.0,0.0,3.0,1.0,0
0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.81,0.0,44.0,3.0,0.0,2.0,1.0,3.0,2.0,3.0,1.0,1.2,0.0,0.0,3.0,1.0,0
0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,6.0,0.68,0.0,41.0,2.0,0.0,6.0,1.0,1.5,1.0,2.0,1.0,0.89,0.0,0.0,3.0,1.0,0
0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,7.0,0.89,0.0,57.0,2.0,0.0,7.0,1.0,1.71,1.0,2.0,1.0,0.33,1.0,0.0,2.0,2.0,0
1.0,0.0,1.0,30.0,1.0,2.0,1.0,0.0,2.0,5.0,0.31,0.0,94.0,2.0,0.0,6.0,1.0,3.17,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.24,0.0,0.0,2.0,0.0,5.0,1.0,1.78,0.0,2.0,1.0,0.45,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.24,0.0,0.0,2.0,0.0,3.0,1.0,1.78,0.0,1.0,1.0,0.45,0.0,0.0,1.0,0.0,0
1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.35,0.0,0.0,3.0,0.0,5.0,1.0,0.83,0.0,0.0,1.0,0.56,1.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.45,0.0,0.0,2.0,0.0,6.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.35,0.0,0.0,3.0,0.0,6.0,1.0,0.83,0.0,0.0,1.0,0.89,1.0,0.0,1.0,0.0,0
