CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,4.0,1.0,0.0,0.0,6.0,1.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.25,0.0,1.0,0.0,0.5,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,4.0,2.0,151.0,1.0,5.0,3.0,24.0,0.0,2.0,3136.0,12.0,2.0,0.0,4.62,0.0,1.0,0.0,0.5,0.0,3.0,6.0,0
0.0,1.0,1.0,0.0,0.0,6.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0
0.0,3.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,36.0,1.0,3.0,4.0,12.0,0.0,1.0,3.0,5.0,2.0,0.0,1.87,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0
0.0,4.0,1.0,0.0,0.0,10.0,1.0,59.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
2.0,0.0,1.0,0.0,3.0,0.0,2.0,28.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,4.0,1.0,2.0,3.89,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0
3.0,0.0,2.0,2.0,1.0,4.0,4.0,90.0,1.0,9.0,3.0,2.0,1.0,1.0,2.0,16.0,2.0,1.0,8.07,1.0,1.0,0.0,0.67,0.0,3.0,4.0,0
16.0,2.0,1.0,0.0,4.0,1.0,2.0,360.0,1.0,33.0,64.0,149.0,0.0,2.0,5.0,108.0,3.0,0.0,3.92,0.0,1.0,0.0,0.48,5.0,2.0,11.0,1
1.0,0.0,1.0,1.0,0.0,0.0,1.0,39.0,1.0,4.0,3.0,24.0,0.0,2.0,0.0,11.0,2.0,1.0,3.38,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0
1.0,0.0,2.0,0.0,0.0,4.0,2.0,99.0,1.0,1.0,6.0,14.0,0.0,1.0,8.0,2.0,2.0,1.0,1.88,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0
1.0,0.0,1.0,0.0,1.0,1.0,2.0,66.0,1.0,5.0,3.0,24.0,0.0,2.0,15.0,6.0,1.0,0.0,2.8,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0
0.0,0.0,1.0,1.0,1.0,6.0,2.0,176.0,3.0,5.0,4.0,22.0,0.0,2.0,0.0,21.0,2.0,1.0,3.89,1.0,1.0,0.0,0.6,0.0,2.0,5.0,0
