CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.27,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.75,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.21,0.0,0.0,4.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,12.0,1.0,0.0,0.0,3.0,48.0,1.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,2.0,0.0,2.58,1.0,1.0,1.0,0.0,0.0,44.0,0.86,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,42.0,1.0,0.0,2.0,1.62,0.0,40.0,2.0,0.0,4.0,2.0,4.8,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0
0.0,0.0,1.0,0.0,0.0,0.0,31.0,1.0,0.0,2.0,1.19,0.0,40.0,2.0,0.0,4.0,1.0,4.6,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0
0.0,0.0,1.0,0.0,0.0,2.0,44.0,1.0,0.0,1.0,2.32,0.0,50.0,2.0,8.0,3.0,2.0,14.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,0.0,3.0,55.0,1.0,0.0,3.0,1.34,0.0,57.0,2.0,0.0,5.0,3.0,6.43,1.0,1.0,1.0,0.44,0.0,107.0,0.5,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,2.0,41.0,1.0,0.0,0.0,3.42,0.0,0.0,3.0,0.0,4.0,1.0,3.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0
0.0,0.0,1.0,0.0,0.0,2.0,60.0,1.0,0.0,4.0,1.07,0.0,70.0,2.0,0.0,8.0,4.0,6.27,0.0,1.0,1.0,0.23,0.0,18.0,0.8,0.0,3.0,2.0,0
0.0,0.0,1.0,0.0,0.0,3.0,46.0,1.0,0.0,1.0,2.0,0.0,50.0,3.0,0.0,4.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0
0.0,0.0,1.0,0.0,0.0,1.0,42.0,1.0,0.0,1.0,1.68,0.0,40.0,2.0,0.0,4.0,2.0,3.4,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,49.0,1.0,0.0,2.0,1.75,0.0,50.0,3.0,0.0,4.0,2.0,4.2,0.0,1.0,1.0,0.0,0.0,2.0,0.5,0.0,3.0,3.0,0
0.0,0.0,1.0,0.0,0.0,1.0,42.0,1.0,0.0,1.0,1.5,0.0,33.0,2.0,0.0,4.0,2.0,3.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0
0.0,0.0,1.0,0.0,0.0,2.0,57.0,1.0,0.0,3.0,1.5,0.0,70.0,3.0,0.0,6.0,2.0,3.62,1.0,1.0,1.0,0.3,0.0,20.0,1.0,0.0,3.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,46.0,1.0,0.0,1.0,2.19,0.0,25.0,2.0,0.0,4.0,1.0,3.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0
0.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0,0.0,1.0,0.83,0.0,80.0,1.0,0.0,1.0,2.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
1.0,0.0,1.0,0.0,0.0,0.0,31.0,1.0,0.0,6.0,1.19,0.0,50.0,1.0,0.0,3.0,1.0,2.5,2.0,3.0,1.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,97.0,0.0,0.0,31.0,1.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6.0,0.0,1.0,0.0,0.0,0.0,32.0,1.0,0.0,5.0,0.19,0.0,75.0,1.0,0.0,15.0,1.0,5.44,1.0,1.0,1.0,1.18,0.0,7.0,1.0,0.0,2.0,1.0,0
0.0,0.0,1.0,130.0,2.0,0.0,31.0,1.0,0.0,0.0,0.08,0.0,99.0,1.0,0.0,0.0,1.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,39.0,1.0,0.0,2.0,1.05,0.0,50.0,2.0,0.0,6.0,2.0,4.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,4.0,2.0,0
0.0,0.0,1.0,0.0,0.0,3.0,67.0,1.0,0.0,4.0,1.72,0.0,65.0,2.0,0.0,4.0,1.0,5.38,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0
