CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,8.0,0.9,0.0,58.0,2.0,0.0,7.0,1.0,1.25,1.0,2.0,1.0,0.27,0.0,0.0,3.0,1.0,0
0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,6.0,0.68,0.0,41.0,2.0,0.0,6.0,1.0,1.5,1.0,2.0,1.0,0.89,0.0,0.0,3.0,1.0,0
0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,5.0,0.82,0.0,53.0,3.0,0.0,2.0,1.0,2.2,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.05,0.0,0.0,3.0,0.0,3.0,1.0,2.5,2.0,2.0,1.0,0.75,1.0,0.0,1.0,0.0,0
0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.3,0.0,0.0,4.0,0.0,0.0,1.0,4.5,3.0,2.0,1.0,1.5,1.0,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.18,0.0,0.0,2.0,0.0,6.0,1.0,2.0,2.0,5.0,1.0,0.5,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,0.8,9.0,0.0,2.0,0.0,4.0,1.0,2.5,0.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,0.38,1.0,21.0,2.0,0.0,2.0,1.0,1.43,0.0,1.0,1.0,1.56,0.0,0.0,1.0,0.0,0
0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,0.23,5.0,64.0,2.0,0.0,5.0,1.0,3.0,0.0,2.0,1.0,1.67,1.0,0.0,1.0,2.0,0
0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0
